0,0,9276197608766324,27
0,0,9556452356512437,30
0,0,1612746475757651,66
0,0,9643879144846018,68
0,0,3202757826344647,77
0,0,9127818301130264,124
0,0,8972618098346518,124
0,0,3814553462998477,171
0,0,0619019298197878,222
0,0,8222395967840253,223
0,0,5817182112054455,247
0,0,9592226994938763,285
0,0,5364314580257757,295
0,0,0602056904490759,344
0,0,2227645652095595,378
0,0,0956150273387612,385
0,0,4665244967337155,386
0,0,1918906203634780,430
0,0,2589044097738087,431
0,0,7884279419085957,455
0,0,4860860462526148,469
0,0,3901325853284110,481
0,0,4237867568296644,484
0,0,9288491703194680,492
0,0,5028194625155254,511
0,0,3289354561438252,514
0,0,9916265229153124,519
0,0,0368068222589480,519
0,0,8021300076153295,521
0,0,5142107531859620,526
0,0,7597337070196000,526
0,0,3208546336751179,530
0,0,0088291032835685,531
0,0,5950953561521924,536
0,0,9957459979752472,539
0,0,6147622549209591,541
0,0,7922246624074334,550
0,0,2295611601134157,553
0,0,0746846089417966,556
0,0,6769661578802350,556
0,0,5185771657250715,557
0,0,5086461848997981,559
0,0,7064193937378363,572
0,0,4463598375856260,573
0,0,8641774186508276,577
0,0,4212198887578049,578
0,0,5220929957301651,580
0,0,6213743584689149,580
0,0,3968477007822587,581
0,0,2687161289341520,585
0,0,0043642112693638,593
0,0,0751266442622061,595
0,0,9036473458241379,595
0,0,5148679271747156,596
0,0,4970873044120770,599
0,0,5642901552002242,599
0,0,1609217292598179,599
0,0,9879506572829633,600
0,0,3174715555912055,600
0,0,9814925096524240,601
0,0,3340665701938914,602
0,0,4729566641887173,602
0,0,3611342647115863,610
0,0,2430139880900061,616
0,0,3048840234528813,617
0,0,3787458815371491,620
0,0,3649293369116934,621
0,0,3646888760367497,621
0,0,0458901672695807,622
0,0,0414779656453539,627
0,0,8906744284484462,631
0,0,7765742696284054,631
0,0,8451568800481738,632
0,0,8704118806965706,635
0,0,7580482150241527,635
0,0,9411001117843391,636
0,0,9375874766914115,637
0,0,8773960817943916,637
0,0,6222817257786486,644
0,0,2881972981205838,644
0,0,4457851254790632,646
